date,day_of_week,hour,base_price_prob,price_volatility,price_elasticity,base_load_demand,load_volatility,temperature,humidity,weather,weather_code,wind_speed,solar_potential,wind_power_potential,industrial_activity,commercial_activity,residential_activity,total_activity_factor,temperature_effect,is_weekend,is_holiday,season_factor
2023-10-02,Monday,2,0.0445,0.0164,0.48,8.59,0.094,21.7,69.6,Sunny,0,5.3,0.0,0.192,0.1,0.3,0.33,0.23,0.65,0,1,1.05
2023-10-02,Monday,3,0.042,0.0205,0.48,8.06,0.117,24.6,82.1,Sunny,0,6.4,0.0,0.281,0.1,0.3,0.33,0.23,0.08,0,1,1.05
2023-10-02,Monday,4,0.0309,0.019,0.48,8.88,0.108,23.5,83.9,Sunny,0,5.4,0.0,0.196,0.1,0.3,0.33,0.23,0.29,0,1,1.05
2023-10-02,Monday,5,0.0339,0.0197,0.48,8.4,0.114,24.1,78.6,Rainy,2,4.2,0.0,0.103,0.1,0.3,0.33,0.23,0.18,0,1,1.05
2023-10-02,Monday,6,0.1232,0.0306,0.48,16.55,0.117,24.6,66.9,Sunny,0,4.3,0.3,0.109,0.1,0.3,0.33,0.23,0.09,0,1,1.05
2023-10-02,Monday,7,0.1115,0.0286,0.48,18.43,0.11,23.6,46.1,Rainy,2,4.4,0.046,0.115,0.1,0.9,0.99,0.61,0.27,0,1,1.05
2023-10-02,Monday,8,0.1226,0.0284,0.48,19.96,0.108,23.5,57.2,Sunny,0,5.6,0.6,0.22,0.1,0.9,0.99,0.61,0.3,0,1,1.05
2023-10-02,Monday,9,0.4914,0.0328,0.48,28.42,0.094,21.7,31.2,Cloudy,1,3.5,0.29,0.045,0.1,1.35,0.99,0.74,0.66,0,1,1.05
2023-10-02,Monday,10,0.6213,0.0364,0.48,33.84,0.105,23.0,49.3,Rainy,2,2.8,0.082,0.0,0.1,1.35,0.66,0.64,0.4,0,1,1.05
2023-10-02,Monday,11,0.4869,0.0399,0.48,31.25,0.115,24.3,43.8,Rainy,2,2.9,0.088,0.0,0.1,1.35,0.66,0.64,0.15,0,1,1.05
2023-10-02,Monday,12,0.2903,0.0215,0.48,26.35,0.083,20.2,46.4,Rainy,2,1.0,0.09,0.0,0.1,1.35,0.66,0.64,0.95,0,1,1.05
2023-10-02,Monday,13,0.2907,0.0257,0.48,25.55,0.098,17.7,30.8,Cloudy,1,1.2,0.352,0.0,0.1,1.35,0.66,0.64,0.55,0,1,1.05
2023-10-02,Monday,14,0.2881,0.0298,0.48,26.02,0.114,15.8,53.9,Cloudy,1,0.5,0.328,0.0,0.1,1.35,0.66,0.64,0.16,0,1,1.05
2023-10-02,Monday,15,0.2603,0.0315,0.48,26.93,0.12,15.0,52.4,Cloudy,1,0.5,0.29,0.0,0.1,1.35,0.66,0.64,0.0,0,1,1.05
2023-10-02,Monday,16,0.2511,0.0303,0.48,29.89,0.115,15.6,55.0,Cloudy,1,0.5,0.24,0.0,0.1,1.35,0.66,0.64,0.11,0,1,1.05
2023-10-02,Monday,17,0.2737,0.0271,0.48,28.59,0.103,17.1,49.5,Cloudy,1,1.5,0.182,0.0,0.1,1.35,0.66,0.64,0.42,0,1,1.05
2023-10-02,Monday,18,0.4487,0.042,0.48,31.76,0.12,11.3,71.5,Sunny,0,1.6,0.3,0.0,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-02,Monday,19,0.5933,0.0391,0.48,35.08,0.112,16.0,67.6,Sunny,0,3.6,0.0,0.053,0.1,1.35,0.99,0.74,0.21,0,1,1.05
2023-10-02,Monday,20,0.4551,0.042,0.48,33.04,0.12,14.6,71.7,Cloudy,1,1.5,0.0,0.0,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-02,Monday,21,0.1965,0.0267,0.48,19.43,0.103,17.3,87.7,Rainy,2,4.9,0.0,0.16,0.1,1.35,0.99,0.74,0.46,0,1,1.05
2023-10-02,Monday,22,0.1849,0.0227,0.48,15.17,0.087,19.2,69.7,Cloudy,1,5.4,0.0,0.199,0.1,0.9,0.99,0.61,0.84,0,1,1.05
2023-10-02,Monday,23,0.1989,0.0255,0.48,15.74,0.097,17.8,80.0,Cloudy,1,5.7,0.0,0.224,0.1,0.9,0.33,0.41,0.57,0,1,1.05
2023-10-03,Tuesday,0,0.0434,0.0168,0.48,8.61,0.097,18.0,91.1,Rainy,2,6.3,0.0,0.278,0.1,0.3,0.33,0.23,0.61,0,1,1.05
2023-10-03,Tuesday,1,0.0424,0.0151,0.48,8.71,0.088,20.8,93.9,Stormy,3,4.7,0.0,0.145,0.1,0.3,0.33,0.23,0.85,0,1,1.05
2023-10-03,Tuesday,2,0.0431,0.0184,0.48,8.69,0.105,23.1,68.6,Cloudy,1,6.9,0.0,0.326,0.1,0.3,0.33,0.23,0.37,0,1,1.05
2023-10-03,Tuesday,3,0.0373,0.021,0.48,7.62,0.121,25.0,71.0,Rainy,2,6.7,0.0,0.306,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-03,Tuesday,4,0.0337,0.0191,0.48,8.02,0.109,23.6,80.6,Cloudy,1,4.7,0.0,0.142,0.1,0.3,0.33,0.23,0.28,0,1,1.05
2023-10-03,Tuesday,5,0.0369,0.021,0.48,7.31,0.12,25.8,68.1,Sunny,0,6.6,0.0,0.303,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-03,Tuesday,6,0.1028,0.0315,0.48,16.28,0.12,25.3,45.6,Cloudy,1,4.2,0.12,0.102,0.1,0.3,0.33,0.23,0.0,0,1,1.05
2023-10-03,Tuesday,7,0.1023,0.0312,0.48,19.84,0.119,24.9,60.1,Sunny,0,3.6,0.455,0.052,0.1,0.9,0.99,0.61,0.03,0,1,1.05
2023-10-03,Tuesday,8,0.1152,0.0259,0.48,18.31,0.099,22.3,56.2,Cloudy,1,4.3,0.24,0.106,0.1,0.9,0.99,0.61,0.54,0,1,1.05
2023-10-03,Tuesday,9,0.477,0.0319,0.48,28.14,0.091,21.4,44.1,Sunny,0,4.5,0.724,0.121,0.1,1.35,0.99,0.74,0.72,0,1,1.05
2023-10-03,Tuesday,10,0.6392,0.042,0.48,35.05,0.12,25.5,45.8,Sunny,0,2.9,0.82,0.0,0.1,1.35,0.66,0.64,0.0,0,1,1.05
2023-10-03,Tuesday,11,0.484,0.0379,0.48,29.03,0.108,23.5,46.2,Foggy,4,3.3,0.176,0.027,0.1,1.35,0.66,0.64,0.29,0,1,1.05
2023-10-03,Tuesday,12,0.3013,0.0226,0.48,24.98,0.086,19.3,52.9,Sunny,0,2.6,0.9,0.0,0.1,1.35,0.66,0.64,0.85,0,1,1.05
2023-10-03,Tuesday,13,0.3002,0.0271,0.48,25.81,0.103,17.1,39.1,Cloudy,1,2.3,0.352,0.0,0.1,1.35,0.66,0.64,0.42,0,1,1.05
2023-10-03,Tuesday,14,0.3016,0.0256,0.48,27.32,0.099,17.8,53.7,Rainy,2,0.5,0.082,0.0,0.1,1.35,0.66,0.64,0.56,0,1,1.05
2023-10-03,Tuesday,15,0.2485,0.0284,0.48,27.86,0.108,16.5,33.5,Sunny,0,1.6,0.724,0.0,0.1,1.35,0.66,0.64,0.29,0,1,1.05
2023-10-03,Tuesday,16,0.2608,0.0274,0.48,28.58,0.104,17.0,42.0,Sunny,0,2.0,0.6,0.0,0.1,1.35,0.66,0.64,0.39,0,1,1.05
2023-10-03,Tuesday,17,0.2648,0.0315,0.48,30.78,0.122,12.7,47.1,Stormy,3,2.5,0.046,0.0,0.1,1.35,0.66,0.64,0.0,0,1,1.05
2023-10-03,Tuesday,18,0.4505,0.042,0.48,34.36,0.121,13.1,47.7,Rainy,2,1.1,0.03,0.0,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-03,Tuesday,19,0.6344,0.042,0.48,41.49,0.122,14.3,60.1,Stormy,3,0.9,0.0,0.0,0.1,1.35,0.99,0.74,0.0,0,1,1.05
2023-10-03,Tuesday,20,0.4577,0.0405,0.48,34.12,0.116,15.5,77.0,Sunny,0,1.5,0.0,0.0,0.1,1.35,0.99,0.74,0.11,0,1,1.05
2023-10-03,Tuesday,21,0.1741,0.0241,0.48,18.44,0.092,18.5,79.8,Cloudy,1,4.9,0.0,0.16,0.1,1.35,0.99,0.74,0.7,0,1,1.05
2023-10-03,Tuesday,22,0.1951,0.0218,0.48,18.08,0.084,19.6,65.5,Rainy,2,4.1,0.0,0.093,0.1,0.9,0.99,0.61,0.92,0,1,1.05
2023-10-03,Tuesday,23,0.1791,0.0241,0.48,15.52,0.092,18.5,66.2,Cloudy,1,5.7,0.0,0.227,0.1,0.9,0.33,0.41,0.71,0,1,1.05
2023-10-04,Wednesday,0,0.0535,0.0201,0.34,11.95,0.08,20.0,87.4,Sunny,0,4.5,0.0,0.123,0.8,0.2,0.3,0.47,0.99,0,0,1.05
2023-10-04,Wednesday,1,0.0575,0.0249,0.34,10.63,0.1,22.4,76.9,Sunny,0,4.5,0.0,0.129,0.8,0.2,0.3,0.47,0.51,0,0,1.05
2023-10-04,Wednesday,2,0.0566,0.0224,0.34,10.19,0.089,21.2,78.6,Cloudy,1,4.9,0.0,0.161,0.8,0.2,0.3,0.47,0.76,0,0,1.05
2023-10-04,Wednesday,3,0.0558,0.0248,0.34,11.28,0.099,22.4,63.6,Sunny,0,5.8,0.0,0.237,0.8,0.2,0.3,0.47,0.52,0,0,1.05
2023-10-04,Wednesday,4,0.0429,0.03,0.34,11.6,0.12,27.0,55.9,Sunny,0,7.3,0.0,0.358,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-04,Wednesday,5,0.0464,0.03,0.34,11.62,0.121,26.7,58.7,Rainy,2,6.6,0.0,0.304,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-04,Wednesday,6,0.1512,0.045,0.34,20.89,0.12,28.5,71.3,Cloudy,1,6.0,0.12,0.246,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-04,Wednesday,7,0.1414,0.0388,0.34,28.81,0.105,22.9,56.7,Stormy,3,4.7,0.046,0.142,0.8,0.6,0.9,0.77,0.42,0,0,1.05
2023-10-04,Wednesday,8,0.1547,0.0413,0.34,24.7,0.11,23.8,46.5,Cloudy,1,2.7,0.24,0.0,0.8,0.6,0.9,0.77,0.25,0,0,1.05
2023-10-04,Wednesday,9,0.6617,0.0488,0.34,42.67,0.099,22.2,35.9,Rainy,2,3.9,0.072,0.076,0.8,0.9,0.9,0.86,0.56,0,0,1.05
2023-10-04,Wednesday,10,0.8517,0.0436,0.34,50.31,0.089,20.9,52.7,Stormy,3,4.2,0.082,0.1,0.8,0.9,0.6,0.77,0.82,0,0,1.05
2023-10-04,Wednesday,11,0.6669,0.0449,0.34,35.6,0.09,18.8,35.9,Sunny,0,2.9,0.88,0.0,0.8,0.9,0.6,0.77,0.75,0,0,1.05
2023-10-04,Wednesday,12,0.4096,0.037,0.34,33.23,0.099,17.7,50.0,Sunny,0,1.0,0.9,0.0,0.8,0.9,0.6,0.77,0.53,0,0,1.05
2023-10-04,Wednesday,13,0.3889,0.0366,0.34,32.91,0.098,17.8,44.1,Sunny,0,0.5,0.88,0.0,0.8,0.9,0.6,0.77,0.56,0,0,1.05
2023-10-04,Wednesday,14,0.4061,0.0347,0.34,36.86,0.094,18.4,29.0,Rainy,2,1.0,0.082,0.0,0.8,0.9,0.6,0.77,0.69,0,0,1.05
2023-10-04,Wednesday,15,0.3376,0.0424,0.34,37.32,0.113,15.9,45.4,Cloudy,1,1.2,0.29,0.0,0.8,0.9,0.6,0.77,0.17,0,0,1.05
2023-10-04,Wednesday,16,0.3378,0.045,0.34,43.0,0.122,14.8,36.6,Stormy,3,2.3,0.06,0.0,0.8,0.9,0.6,0.77,0.0,0,0,1.05
2023-10-04,Wednesday,17,0.3501,0.045,0.34,34.77,0.12,12.2,66.7,Cloudy,1,0.7,0.182,0.0,0.8,0.9,0.6,0.77,0.0,0,0,1.05
2023-10-04,Wednesday,18,0.6167,0.06,0.34,41.59,0.12,12.3,48.8,Sunny,0,2.9,0.3,0.0,0.8,0.9,0.9,0.86,0.0,0,0,1.05
2023-10-04,Wednesday,19,0.8284,0.06,0.34,50.72,0.121,12.5,79.4,Rainy,2,3.2,0.0,0.016,0.8,0.9,0.9,0.86,0.0,0,0,1.05
2023-10-04,Wednesday,20,0.5904,0.06,0.34,44.03,0.12,14.3,58.8,Cloudy,1,3.6,0.0,0.051,0.8,0.9,0.9,0.86,0.0,0,0,1.05
2023-10-04,Wednesday,21,0.2599,0.045,0.34,23.62,0.12,13.6,73.8,Cloudy,1,2.2,0.0,0.0,0.8,0.9,0.9,0.86,0.0,0,0,1.05
2023-10-04,Wednesday,22,0.2661,0.0434,0.34,22.8,0.117,15.5,89.0,Rainy,2,5.6,0.0,0.216,0.8,0.6,0.9,0.77,0.11,0,0,1.05
2023-10-04,Wednesday,23,0.2564,0.0371,0.34,19.78,0.099,17.6,85.1,Sunny,0,6.0,0.0,0.251,0.8,0.6,0.3,0.59,0.52,0,0,1.05
2023-10-05,Thursday,0,0.0507,0.0221,0.34,10.93,0.088,18.9,70.0,Cloudy,1,4.7,0.0,0.145,0.8,0.2,0.3,0.47,0.79,0,0,1.05
2023-10-05,Thursday,1,0.0461,0.0214,0.34,12.01,0.085,19.3,87.5,Cloudy,1,5.2,0.0,0.182,0.8,0.2,0.3,0.47,0.86,0,0,1.05
2023-10-05,Thursday,2,0.0446,0.0209,0.34,10.04,0.084,20.4,72.6,Sunny,0,6.3,0.0,0.278,0.8,0.2,0.3,0.47,0.91,0,0,1.05
2023-10-05,Thursday,3,0.0456,0.03,0.34,12.09,0.121,26.8,72.2,Rainy,2,7.3,0.0,0.358,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-05,Thursday,4,0.0556,0.03,0.34,11.0,0.121,26.6,80.7,Rainy,2,6.3,0.0,0.278,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-05,Thursday,5,0.0515,0.03,0.34,9.74,0.12,28.3,55.4,Foggy,4,6.9,0.0,0.323,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-05,Thursday,6,0.1547,0.041,0.34,23.39,0.109,23.7,73.3,Sunny,0,5.2,0.3,0.182,0.8,0.2,0.3,0.47,0.27,0,0,1.05
2023-10-05,Thursday,7,0.1427,0.045,0.34,22.89,0.12,28.5,64.8,Cloudy,1,5.8,0.182,0.234,0.8,0.6,0.9,0.77,0.0,0,0,1.05
2023-10-05,Thursday,8,0.1539,0.045,0.34,22.55,0.12,25.2,62.7,Sunny,0,4.6,0.6,0.134,0.8,0.6,0.9,0.77,0.0,0,0,1.05
2023-10-05,Thursday,9,0.6353,0.06,0.34,40.63,0.12,26.2,56.7,Cloudy,1,4.8,0.29,0.151,0.8,0.9,0.9,0.86,0.0,0,0,1.05
2023-10-05,Thursday,10,0.8229,0.06,0.34,43.4,0.12,25.8,48.1,Cloudy,1,1.9,0.328,0.0,0.8,0.9,0.6,0.77,0.0,0,0,1.05
2023-10-05,Thursday,11,0.6326,0.054,0.34,37.58,0.108,23.5,46.1,Foggy,4,2.9,0.176,0.0,0.8,0.9,0.6,0.77,0.3,0,0,1.05
2023-10-05,Thursday,12,0.4191,0.0302,0.34,34.34,0.081,19.9,43.8,Cloudy,1,2.7,0.36,0.0,0.8,0.9,0.6,0.77,0.99,0,0,1.05
2023-10-05,Thursday,13,0.4139,0.0312,0.34,34.52,0.083,20.4,33.4,Sunny,0,0.5,0.88,0.0,0.8,0.9,0.6,0.77,0.92,0,0,1.05
2023-10-05,Thursday,14,0.4077,0.0435,0.34,35.47,0.116,15.5,53.0,Sunny,0,1.5,0.82,0.0,0.8,0.9,0.6,0.77,0.1,0,0,1.05
2023-10-05,Thursday,15,0.3612,0.0416,0.34,37.35,0.111,16.1,50.2,Sunny,0,0.5,0.724,0.0,0.8,0.9,0.6,0.77,0.22,0,0,1.05
2023-10-05,Thursday,16,0.3535,0.0378,0.34,37.06,0.101,17.4,44.9,Sunny,0,0.8,0.6,0.0,0.8,0.9,0.6,0.77,0.48,0,0,1.05
2023-10-05,Thursday,17,0.3409,0.045,0.34,39.38,0.121,13.6,40.8,Rainy,2,2.3,0.046,0.0,0.8,0.9,0.6,0.77,0.0,0,0,1.05
2023-10-05,Thursday,18,0.5899,0.06,0.34,40.62,0.12,11.6,64.4,Sunny,0,1.4,0.3,0.0,0.8,0.9,0.9,0.86,0.0,0,0,1.05
2023-10-05,Thursday,19,0.805,0.0539,0.34,49.07,0.108,16.5,70.9,Cloudy,1,2.5,0.0,0.0,0.8,0.9,0.9,0.86,0.3,0,0,1.05
2023-10-05,Thursday,20,0.6098,0.06,0.34,42.45,0.12,14.8,78.8,Sunny,0,1.9,0.0,0.0,0.8,0.9,0.9,0.86,0.0,0,0,1.05
2023-10-05,Thursday,21,0.2474,0.0394,0.34,21.27,0.105,16.9,63.6,Foggy,4,4.1,0.0,0.088,0.8,0.9,0.9,0.86,0.38,0,0,1.05
2023-10-05,Thursday,22,0.2698,0.045,0.34,21.85,0.121,14.2,88.9,Rainy,2,3.8,0.0,0.064,0.8,0.6,0.9,0.77,0.0,0,0,1.05
2023-10-05,Thursday,23,0.2669,0.043,0.34,22.07,0.115,15.7,82.4,Sunny,0,4.6,0.0,0.137,0.8,0.6,0.3,0.59,0.14,0,0,1.05
2023-10-06,Friday,0,0.0566,0.0251,0.34,10.56,0.101,17.4,69.8,Sunny,0,5.0,0.0,0.168,0.8,0.2,0.3,0.47,0.49,0,0,1.05
2023-10-06,Friday,1,0.0558,0.0255,0.34,10.91,0.103,22.8,81.7,Rainy,2,4.8,0.0,0.154,0.8,0.2,0.3,0.47,0.45,0,0,1.05
2023-10-06,Friday,2,0.049,0.0252,0.34,10.38,0.101,22.6,76.6,Sunny,0,6.4,0.0,0.287,0.8,0.2,0.3,0.47,0.48,0,0,1.05
2023-10-06,Friday,3,0.0582,0.03,0.34,10.88,0.122,26.2,64.3,Stormy,3,5.7,0.0,0.224,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-06,Friday,4,0.0504,0.0245,0.34,12.25,0.099,22.2,67.1,Rainy,2,4.8,0.0,0.147,0.8,0.2,0.3,0.47,0.55,0,0,1.05
2023-10-06,Friday,5,0.044,0.03,0.34,11.12,0.12,27.4,67.5,Sunny,0,6.3,0.0,0.276,0.8,0.2,0.3,0.47,0.0,0,0,1.05
2023-10-06,Friday,6,0.1415,0.0427,0.34,22.5,0.114,24.2,49.0,Cloudy,1,5.1,0.12,0.173,0.8,0.2,0.3,0.47,0.16,0,0,1.05
2023-10-06,Friday,7,0.1472,0.045,0.34,25.53,0.121,25.4,45.4,Rainy,2,6.1,0.046,0.262,0.8,0.6,0.9,0.77,0.0,0,0,1.05
2023-10-06,Friday,8,0.1446,0.045,0.34,25.55,0.122,28.0,61.1,Stormy,3,4.9,0.06,0.155,0.8,0.6,0.9,0.77,0.0,0,0,1.05
2023-10-06,Friday,9,0.6673,0.0474,0.34,37.19,0.095,21.8,36.9,Cloudy,1,2.2,0.29,0.0,0.8,0.9,0.9,0.86,0.63,0,0,1.05
2023-10-06,Friday,10,0.8772,0.0595,0.34,42.0,0.119,24.9,32.2,Cloudy,1,2.1,0.328,0.0,0.8,0.9,0.6,0.77,0.02,0,0,1.05
2023-10-06,Friday,11,0.6507,0.0455,0.34,38.37,0.091,21.4,52.2,Sunny,0,3.4,0.88,0.036,0.8,0.9,0.6,0.77,0.73,0,0,1.05
2023-10-06,Friday,12,0.418,0.0368,0.34,35.92,0.098,17.7,38.4,Sunny,0,2.9,0.9,0.0,0.8,0.9,0.6,0.77,0.55,0,0,1.05
2023-10-06,Friday,13,0.3921,0.0376,0.34,37.42,0.101,17.5,48.4,Rainy,2,2.1,0.088,0.0,0.8,0.9,0.6,0.77,0.49,0,0,1.05
2023-10-06,Friday,14,0.3934,0.0318,0.34,35.15,0.085,19.4,38.8,Cloudy,1,1.5,0.328,0.0,0.8,0.9,0.6,0.77,0.88,0,0,1.05
2023-10-06,Friday,15,0.3615,0.045,0.34,37.26,0.12,13.5,37.6,Cloudy,1,1.8,0.29,0.0,0.8,0.9,0.6,0.77,0.0,0,0,1.05
2023-10-06,Friday,16,0.3318,0.045,0.34,39.51,0.12,12.8,58.3,Sunny,0,0.6,0.6,0.0,0.8,0.9,0.6,0.77,0.0,0,0,1.05
2023-10-06,Friday,17,0.3412,0.045,0.34,34.47,0.12,14.4,67.2,Sunny,0,2.3,0.455,0.0,0.8,0.9,0.6,0.77,0.0,0,0,1.05
2023-10-06,Friday,18,0.61,0.0549,0.34,46.08,0.111,16.3,69.9,Rainy,2,0.8,0.03,0.0,0.8,0.9,0.9,0.86,0.25,0,0,1.05
2023-10-06,Friday,19,0.8251,0.0544,0.34,50.57,0.109,16.4,70.8,Sunny,0,1.0,0.0,0.0,0.8,0.9,0.9,0.86,0.28,0,0,1.05
2023-10-06,Friday,20,0.5861,0.06,0.34,40.55,0.12,12.1,58.7,Sunny,0,3.3,0.0,0.022,0.8,0.9,0.9,0.86,0.0,0,0,1.05
2023-10-06,Friday,21,0.2443,0.0395,0.34,23.36,0.105,16.8,62.3,Sunny,0,3.8,0.0,0.065,0.8,0.9,0.9,0.86,0.37,0,0,1.05
2023-10-06,Friday,22,0.2631,0.0356,0.34,24.56,0.096,18.1,68.4,Rainy,2,4.6,0.0,0.137,0.8,0.6,0.9,0.77,0.63,0,0,1.05
2023-10-06,Friday,23,0.2646,0.0408,0.34,21.84,0.109,16.4,67.7,Cloudy,1,5.8,0.0,0.235,0.8,0.6,0.3,0.59,0.28,0,0,1.05
2023-10-07,Saturday,0,0.0454,0.018,0.44,7.73,0.09,18.7,74.7,Cloudy,1,6.7,0.0,0.31,0.3,0.24,0.33,0.29,0.74,1,0,1.05
2023-10-07,Saturday,1,0.0347,0.0223,0.44,8.01,0.111,23.9,69.1,Sunny,0,7.0,0.0,0.33,0.3,0.24,0.33,0.29,0.22,1,0,1.05
2023-10-07,Saturday,2,0.0421,0.0193,0.44,8.76,0.096,22.1,69.2,Cloudy,1,5.0,0.0,0.169,0.3,0.24,0.33,0.29,0.59,1,0,1.05
2023-10-07,Saturday,3,0.0407,0.0225,0.44,8.44,0.113,24.1,64.8,Sunny,0,6.6,0.0,0.298,0.3,0.24,0.33,0.29,0.18,1,0,1.05
2023-10-07,Saturday,4,0.0337,0.024,0.44,9.26,0.12,28.0,71.8,Foggy,4,4.8,0.0,0.154,0.3,0.24,0.33,0.29,0.0,1,0,1.05
2023-10-07,Saturday,5,0.0431,0.024,0.44,8.46,0.121,25.7,54.1,Rainy,2,5.4,0.0,0.203,0.3,0.24,0.33,0.29,0.0,1,0,1.05
2023-10-07,Saturday,6,0.1263,0.036,0.44,17.86,0.12,27.8,70.4,Sunny,0,5.2,0.3,0.179,0.3,0.24,0.33,0.29,0.0,1,0,1.05
